NCM,Excecao,Descricao,Aliquota
8539.3,,"- Lâmpadas e tubos de descarga, exceto de raios ultravioleta:",
8539.31,,"-- Fluorescentes, de cátodo quente",
8539.31.1,,"Lâmpadas, com reator eletrônico incorporado e base rosca E 14, E 27 ou E 40",
8539.31.11,,Que contenham mais de 5 mg de mercúrio por cada invólucro (tubo) ,"9,75"
8539.31.11,01,"De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",0
8539.31.19,,Outras ,"9,75"
8539.31.19,01,"De descarga em baixa pressão, com eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",0
8539.31.20,,Outras lâmpadas ,"9,75"
8539.31.20,01,"De descarga em baixa pressão, de base única, sem reator eletrônico incorporado, com
eficiência superior a 40 lúmens/W (lâmpada fluorescente compacta)",0
8539.31.3,,Tubos,
8539.31.31,,Com fósforo tribanda e que contenham mais de 5 mg de mercúrio ,"9,75"
8539.31.32,,Com fósforo em halofosfato e que contenham mais de 10 mg de mercúrio ,"9,75"
8539.31.39,,Outros ,"9,75"
8539.32,,-- Lâmpadas de vapor de mercúrio ou de sódio; lâmpadas de halogeneto metálico,
8539.32.10,,De vapor de mercúrio ,"9,75"
8539.32.10,01,Lâmpadas mistas,"29,25"
8539.32.20,,De vapor de sódio ,"9,75"
8539.32.20,01,De alta pressão,0
8539.32.30,,De halogeneto metálico ,"9,75"
8539.39,,-- Outros,
8539.39.1,,"Tubos fluorescentes de cátodo frio ou de eletrodo externo, para telas eletrônicas",
8539.39.11,,"De comprimento não superior a 500 mm e que contenham mais de 3,5 mg de mercúrio ","9,75"
8539.39.12,,"De comprimento superior a 500 mm, mas não superior a 1.500 mm e que contenham mais de 5 mg de mercúrio ","9,75"
8539.39.13,,De comprimento superior a 1.500 mm e que contenham mais de 13 mg de mercúrio ,"9,75"
8539.39.19,,Outros ,"9,75"
8539.39.90,,Outros ,"9,75"
8539.4,,- Lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco:,
8539.41,,-- Lâmpadas de arco,
8539.41.10,,De potência igual ou superior a 1.000 W ,"9,75"
8539.41.90,,Outras ,"9,75"
8539.49.00,,-- Outros ,"9,75"
8539.5,,- Fontes de luz de diodos emissores de luz (LED):,
8539.51.00,,-- Módulos de diodos emissores de luz (LED) ,"9,75"
8539.52.00,,-- Lâmpadas e tubos de diodos emissores de luz (LED) ,"6,5"
8539.9,,- Partes,
8539.90.10,,Eletrodos ,"9,75"
8539.90.20,,Bases ,"9,75"
8539.90.90,,Outras ,"9,75"
85.4,,"Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, de vapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de televisão), exceto os da posição 85.39.",
8540.1,,"- Tubos catódicos para receptores de televisão, incluindo os tubos para monitores de vídeo:",
8540.11.00,,-- A cores ,"6,5"
8540.12.00,,-- A preto e branco ou outros monocromos ,"6,5"
8540.2,,- Tubos para câmeras de televisão; tubos conversores ou intensificadores de imagens; outros tubos de fotocátodo,
8540.20.1,,Tubos para câmeras de televisão,
8540.20.11,,A preto e branco ou outros monocromos ,"6,5"
8540.20.19,,Outros ,"6,5"
8540.20.20,,"Tubos conversores ou intensificadores de imagens, de raios X ","6,5"
8540.20.90,,Outros ,"6,5"
8540.40.00,,"- Tubos de visualização de dados gráficos, em monocromos; tubos de visualização de dados gráficos, a cores, com uma tela (ecrã*) fosfórica de espaçamento entre os pontos inferior a 0,4 mm ","6,5"
8540.6,,- Outros tubos catódicos,
8540.60.10,,"Tubos de visualização de dados gráficos, em cores, com uma tela de espaçamento entre os pontos igual ou superior a 0,4 mm ","6,5"
8540.60.90,,Outros ,"6,5"
8540.7,,"- Tubos para micro-ondas (por exemplo, magnétrons, clístrons, guias (tubos) de ondas progressivas, carcinotrons), excluindo os tubos comandados por grade (grelha):",
8540.71.00,,-- Magnétrons ,"6,5"
8540.79.00,,-- Outros ,"6,5"
8540.8,,"- Outras lâmpadas, tubos e válvulas:",
8540.81.00,,-- Tubos de recepção ou de amplificação ,"6,5"
8540.89,,-- Outros,
8540.89.10,,Válvulas de potência para transmissores ,"6,5"
8540.89.90,,Outros ,"6,5"
8540.9,,- Partes:,
8540.91,,-- De tubos catódicos,
8540.91.10,,Bobinas de deflexão (yokes) ,"6,5"
8540.91.20,,Núcleos de pó ferromagnético para bobinas de deflexão (yokes) ,"6,5"
8540.91.30,,Canhões eletrônicos ,"6,5"
8540.91.40,,"Painel de vidro, máscara de sombra e blindagem interna, reunidos, para tubos tricromáticos ","6,5"
8540.91.90,,Outras ,"6,5"
8540.99.00,,-- Outras ,"6,5"
85.41,,"Dispositivos semicondutores (por exemplo, diodos, transistores, transdutores à base de semicondutores); dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz (LED), mesmo montados com outros diodos emissores de luz (LED); cristais piezelétricos montados.",
8541.1,,"- Diodos, exceto fotodiodos e diodos emissores de luz (LED)",
8541.10.1,,Não montados,
8541.10.11,,Zener ,"1,3"
8541.10.12,,"Outros, de intensidade de corrente inferior ou igual a 3 A ","3,25"
8541.10.19,,Outros ,"3,25"
8541.10.2,,"Montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",
8541.10.21,,Zener ,"1,3"
8541.10.22,,"Outros, de intensidade de corrente inferior ou igual a 3 A ","1,3"
8541.10.29,,Outros ,"1,3"
8541.10.3,,"Montados, próprios para montagem por inserção (PTH - Pin Through Hole)",
8541.10.31,,Zener ,"1,3"
8541.10.32,,"Outros, de intensidade de corrente inferior ou igual a 3 A ","1,3"
8541.10.39,,Outros ,"3,25"
8541.10.9,,Outros,
8541.10.91,,Zener ,"1,3"
8541.10.92,,"Outros, de intensidade de corrente inferior ou igual a 3 A ","1,3"
8541.10.99,,Outros ,"3,25"
8541.2,,"- Transistores, exceto os fototransistores:",
8541.21,,-- Com capacidade de dissipação inferior a 1 W,
8541.21.10,,Não montados ,"1,3"
8541.21.20,,"Montados, próprios para montagem em superfície (SMD - Surface Mounted Device) ","1,3"
8541.21.9,,Outros,
8541.21.91,,"De efeito de campo, com junção heterogênea (HJFET ou HEMT) ","1,3"
8541.21.99,,Outros ,"1,3"
8541.29,,-- Outros,
8541.29.10,,Não montados ,"1,3"
8541.29.20,,Montados ,"1,3"
8541.3,,"- Tiristores, diacs e triacs, exceto os dispositivos fotossensíveis",
8541.30.1,,Não montados,
8541.30.11,,De intensidade de corrente inferior ou igual a 3 A ,"1,3"
8541.30.19,,Outros ,"3,25"
8541.30.2,,Montados,
8541.30.21,,De intensidade de corrente inferior ou igual a 3 A ,"3,25"
8541.30.29,,Outros ,"3,25"
8541.4,,"- Dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz (LED):",
8541.41,,-- Diodos emissores de luz (LED),
8541.41.1,,Não montados,
8541.41.11,,"Diodos emissores de luz (LED), exceto diodos laser ","3,25"
8541.41.12,,Diodos laser ,"1,3"
8541.41.2,,Montados,
8541.41.21,,"Diodos emissores de luz (LED), exceto diodos laser, próprios para montagem em superfície (SMD - Surface Mounted Device) ","1,3"
8541.41.22,,"Outros diodos emissores de luz (LED), exceto diodos laser ","1,3"
8541.41.23,,Diodos laser com comprimento de onda de 1.300 nm ou 1.500 nm ,"3,25"
8541.41.24,,Outros diodos laser ,"1,3"
8541.42,,-- Células fotovoltaicas não montadas em módulos nem em painéis,
8541.42.10,,Células solares orgânicas ,0
8541.42.20,,Outras células solares ,0
8541.42.90,,Outras ,"1,3"
8541.43.00,,-- Células fotovoltaicas montadas em módulos ou em painéis ,"6,5"
8541.43.00,01,Células solares,0
8541.49.00,,-- Outros ,"1,3"
8541.5,,- Outros dispositivos semicondutores:,
8541.51.00,,-- Transdutores à base de semicondutores ,"3,25"
8541.59.00,,-- Outros ,"3,25"
8541.6,,- Cristais piezelétricos montados,
8541.60.10,,"De quartzo, de frequência igual ou superior a 1 MHz, mas não superior a 100 MHz ","3,25"
8541.60.90,,Outros ,"3,25"
8541.9,,- Partes,
8541.90.10,,Suportes-conectores apresentados em tiras (lead frames) ,"1,3"
8541.90.20,,Coberturas para encapsulamento (cápsulas) ,"1,3"
8541.90.90,,Outras ,"1,3"
85.42,,Circuitos integrados eletrônicos.,
8542.3,,- Circuitos integrados eletrônicos:,
8542.31,,"-- Processadores e controladores, mesmo combinados com memórias, conversores, circuitos lógicos, amplificadores, circuitos temporizadores e de sincronização, ou outros circuitos",
8542.31.10,,Não montados ,"1,3"
8542.31.10,01,Obtidos por tecnologia bipolar,"3,25"
8542.31.20,,"Montados, próprios para montagem em superfície (SMD - Surface Mounted Device) ",2
8542.31.90,,Outros ,2
8542.32,,-- Memórias,
8542.32.10,,Não montadas ,"1,3"
8542.32.10,01,Obtidas por tecnologia bipolar,"3,25"
8542.32.2,,"Montadas, próprias para montagem em superfície (SMD - Surface Mounted Device)",
8542.32.21,,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH ","3,25"
8542.32.29,,Outras ,5
8542.32.9,,Outras,
8542.32.91,,"Dos tipos RAM estáticas (SRAM) com tempo de acesso inferior ou igual a 25 ns, EPROM, EEPROM, PROM, ROM e FLASH ","3,25"
8542.32.99,,Outras ,"3,25"
8542.32.99,01,De óxido metálico,"1,3"
8542.33,,-- Amplificadores,
8542.33.1,,Híbridos,
8542.33.11,,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz ,"6,5"
8542.33.19,,Outros ,"6,5"
8542.33.20,,"Outros, não montados ","1,3"
8542.33.90,,Outros ,"3,25"
8542.39,,-- Outros,
8542.39.1,,Híbridos,
8542.39.11,,De espessura de camada inferior ou igual a 1 micrômetro (mícron) com frequência de operação igual ou superior a 800 MHz ,"6,5"
8542.39.19,,Outros ,"6,5"
8542.39.20,,"Outros, não montados ","1,3"
8542.39.20,01,Obtidos por tecnologia bipolar,"3,25"
8542.39.3,,"Outros, montados, próprios para montagem em superfície (SMD - Surface Mounted Device)",
8542.39.31,,Circuitos do tipo chipset ,"1,3"
8542.39.39,,Outros ,"3,25"
8542.39.9,,Outros,
8542.39.91,,Circuitos do tipo chipset ,"1,3"
8542.39.99,,Outros ,"3,25"
8542.90.00,,- Partes ,"1,3"
85.43,,"Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo.",
8543.10.00,,- Aceleradores de partículas ,"6,5"
8543.20.00,,- Geradores de sinais ,"3,25"
8543.20.00,01,"Geradores de sinais de teste e referência de vídeo nos padrões SDI e HD-SDI, com capacidade de geração de diferentes sinais de teste, dentre eles o color bars e zoneplate",0
8543.3,,"- Máquinas e aparelhos de galvanoplastia, eletrólise ou eletroforese",
8543.30.10,,"De eletrólise, com células de membrana ",0
8543.30.90,,Outros ,0
8543.40.00,,- Cigarros eletrônicos e dispositivos de vaporização elétricos de uso pessoal semelhantes ,"6,5"
8543.7,,- Outras máquinas e aparelhos,
8543.70.1,,Amplificadores de radiofrequência,
8543.70.11,,"Para transmissão de sinais de micro-ondas de alta potência (HPA), a válvula TWT do tipo Phase Combiner, com potência de saída superior a 2,7 kW ","6,5"
8543.70.11,01,De média ou de alta frequência,13
8543.70.12,,"Para recepção de sinais de micro-ondas de baixo ruído (LNA) na banda de 3.600 a 4.200 MHz, com temperatura menor ou igual a 55 Kelvin, para telecomunicações via satélite ","6,5"
8543.70.12,01,De média ou de alta frequência,13
8543.70.13,,Para distribuição de sinais de televisão ,"6,5"
8543.70.13,01,De média ou de alta frequência,13
8543.70.14,,Outros para recepção de sinais de micro-ondas ,"6,5"
8543.70.14,01,De média ou de alta frequência,13
8543.70.15,,Outros para transmissão de sinais de micro-ondas ,"6,5"
8543.70.15,01,De média ou de alta frequência,13
8543.70.19,,Outros ,"6,5"
8543.70.19,01,De média ou de alta frequência,13
8543.70.20,,Aparelhos para eletrocutar insetos ,"6,5"
8543.70.3,,Máquinas e aparelhos auxiliares para vídeo,
8543.70.31,,"Geradores de efeitos especiais com manipulação em 2 ou 3 dimensões, mesmo combinados com dispositivo de comutação, de mais de 10 entradas de áudio ou de vídeo ","6,5"
8543.70.32,,"Geradores de caracteres, digitais ","6,5"
8543.70.33,,Sincronizadores de quadro armazenadores ou corretores de base de tempo ,"6,5"
8543.70.34,,Controladores de edição ,"6,5"
8543.70.35,,"Misturador digital, em tempo real, com oito ou mais entradas ","6,5"
8543.70.36,,"Roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo ","6,5"
8543.70.36,01,"Roteadores-comutadores (trouting switcher), contendo mais de 20 entradas e mais de 16 saídas de áudio e/ou vídeo, com interface de entrada de vídeo SDI e HD-SDI e saídas em SDI e HD SDI, entradas de áudio analógico e/ou digital ou capacidade para áudio embedded",0
8543.70.39,,Outros ,"6,5"
8543.70.39,01,"Gravador-reprodutor e editor de imagem e som, em discos, por meio magnético, óptico ou
optomagnético","3,25"
8543.70.39,02,"Aparelho de gravação ou reprodução, e edição, de imagem e som de televisão em disco
rígido, por meio magnético, óptico ou optomagnético",0
8543.70.40,,Transcodificadores ou conversores de padrões de televisão ,"6,5"
8543.70.50,,Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma) ,"6,5"
8543.70.9,,Outros,
8543.70.91,,"Terminais de texto que operem com código de transmissão Baudot, providos de teclado
alfanumérico e visor, para acoplamento exclusivamente acústico a telefone ","6,5"
8543.70.92,,Eletrificadores de cercas ,"6,5"
8543.70.99,,Outros ,"6,5"
8543.70.99,01,"Amplificadores seriais digitais para distribuição de sinais de vídeo, com retemporizador",0
8543.9,,- Partes,
8543.90.10,,Das máquinas ou aparelhos da subposição 8543.70 ,"6,5"
8543.90.90,,Outras ,"6,5"
85.44,,"Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão.",
8544.1,,- Fios para bobinar:,
8544.11.00,,-- De cobre ,0
8544.19,,-- Outros,
8544.19.1,,De alumínio,
8544.19.11,,Revestido de cobre (CCA - Copper Clad Aluminum),"3,25"
8544.19.19,,Outros ,"3,25"
8544.19.90,,Outros ,"3,25"
8544.20.00,,- Cabos coaxiais e outros condutores elétricos coaxiais ,"3,25"
8544.30.00,,- Jogos de fios para velas de ignição e outros jogos de fios do tipo utilizado em quaisquer veículos ,"6,5"
8544.30.00,01,Para sistema elétrico em 24 V,"2,6"
8544.4,,"- Outros condutores elétricos, para uma tensão não superior a 1.000 V:",
8544.42.00,,-- Munidos de peças de conexão ,5
8544.49.00,,-- Outros ,0
8544.49.00,01,Para tensão não superior a 80 V,"3,25"
8544.60.00,,"- Outros condutores elétricos, para uma tensão superior a 1.000 V ","3,25"
8544.7,,- Cabos de fibras ópticas,
8544.70.10,,Com revestimento externo de material dielétrico ,"9,75"
8544.70.20,,"Com revestimento externo de aço, próprios para instalação submarina (cabo submarino) ","9,75"
8544.70.30,,Com revestimento externo de alumínio ,"9,75"
8544.70.90,,Outros ,"9,75"
85.45,,"Eletrodos de carvão, escovas de carvão, carvões para lâmpadas ou para pilhas e outros artigos de grafita ou de outro carvão, mesmo com metal, para usos elétricos.",
8545.1,,- Eletrodos:,
8545.11.00,,-- Do tipo utilizado em fornos ,"6,5"
8545.19,,-- Outros,
8545.19.10,,"De grafita, com um teor de carbono igual ou superior a 99,9 %, em peso ","6,5"
8545.19.20,,"Blocos de grafite, do tipo utilizado como cátodos em cubas eletrolíticas ","6,5"
8545.19.90,,Outros ,"6,5"
8545.20.00,,- Escovas ,"6,5"
8545.9,,- Outros,
8545.90.10,,Carvões para pilhas elétricas ,"6,5"
8545.90.20,,Resistências aquecedoras desprovidas de revestimento e de terminais ,"6,5"
8545.90.30,,"Suportes de conexão (nipples), para eletrodos ","6,5"
8545.90.90,,Outros ,"6,5"
85.46,,Isoladores elétricos de qualquer matéria.,
8546.10.00,,- De vidro ,"9,75"
8546.20.00,,- De cerâmica ,"9,75"
8546.90.00,,- Outros ,"9,75"
85.47,,"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 85.46; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente.",
8547.10.00,,- Peças isolantes de cerâmica ,"9,75"
8547.2,,- Peças isolantes de plástico,
8547.20.10,,"Tampões vedadores para condensadores, com perfurações para terminais ","9,75"
8547.20.90,,Outras ,"9,75"
8547.90.00,,- Outros ,"9,75"
8548,,"Partes elétricas de máquinas ou aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo.",
8548.00.10,,Termopares do tipo utilizado em dispositivos termoelétricos de segurança de aparelhos alimentados a gás ,"6,5"
8548.00.90,,Outras ,"6,5"
85.49,,"Desperdícios e resíduos, e sucata, elétricos e eletrônicos.",
8549.1,,"- Desperdícios e resíduos, e sucata, de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis:",
8549.11.00,,"-- Desperdícios e resíduos, e sucata, de acumuladores de chumbo-ácido; acumuladores de chumbo-ácidob inservíveis ",NT
8549.11.00,01,Acumuladores inservíveis,"9,75"
8549.12.00,,"-- Outros, que contenham chumbo, cádmio ou mercúrio ",NT
8549.12.00,01,"Desperdícios, resíduos e sucatas, à base de cádmio, exceto seus compostos químicos",0
8549.12.00,02,"Desperdícios, resíduos e sucatas, contendo compostos químicos de cádmio ou de mercúrio","6,5"
8549.12.00,03,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido","9,75"
8549.13.00,,"-- Selecionados por tipo de componente químico e que não contenham chumbo, cádmio ou mercúrio ",NT
8549.13.00,01,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio","6,5"
8549.13.00,02,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis","9,75"
8549.14.00,,"-- Não selecionados e que não contenham chumbo, cádmio ou mercúrio ",NT
8549.14.00,01,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio","6,5"
8549.14.00,02,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis","9,75"
8549.19.00,,-- Outros ,NT
8549.19.00,01,"Desperdícios, resíduos e sucatas, contendo compostos químicos de níquel ou de lítio","6,5"
8549.19.00,02,"Pilhas, baterias de pilhas e acumuladores elétricos, inservíveis, exceto acumuladores de
chumbo-ácido","9,75"
8549.2,,- Do tipo utilizado principalmente para a recuperação de metais preciosos:,
8549.21.00,,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ",NT
8549.21.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
8549.29.00,,-- Outros ,NT
8549.29.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
8549.3,,- Outras montagens elétricas e eletrônicas e placas de circuitos impressos:,
8549.31.00,,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ",NT
8549.31.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
8549.39.00,,-- Outras ,NT
8549.39.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
8549.9,,- Outros:,
8549.91.00,,"-- Que contenham pilhas, baterias de pilhas ou acumuladores, elétricos, interruptores de mercúrio, vidro de tubos catódicos ou outros vidros ativados, ou componentes elétricos ou eletrônicos que contenham cádmio, mercúrio, chumbo ou policlorobifenilas (PCB) ",NT
8549.91.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
8549.99.00,,-- Outros ,NT
8549.99.00,01,"Produtos usados no final de seu ciclo de vida, imprestáveis para uso em sua função original,
considerados resíduos eletrônicos",0
90.01,,"Fibras ópticas e feixes de fibras ópticas; cabos de fibras ópticas, exceto os da posição 85.44; matériaspolarizantes em folhas ou em placas; lentes (incluindo as de contato), prismas, espelhos e outros elementos de óptica, de qualquer matéria, não montados, exceto os de vidro não trabalhado opticamente.",
9001.1,,"- Fibras ópticas, feixes e cabos de fibras ópticas",0
9001.10.1,,Fibras ópticas,0
9001.10.11,,De diâmetro de núcleo inferior a 11 micrômetros (mícrons) ,
9001.10.19,,Outras ,0
9001.10.20,,Feixes e cabos de fibras ópticas ,0
9001.20.00,,- Matérias polarizantes em folhas ou em placas ,
9001.30.00,,- Lentes de contato ,0
9001.40.00,,"- Lentes de vidro, para óculos ",0
9001.50.00,,"- Lentes de outras matérias, para óculos ",
9001.9,,- Outros,0
9001.90.10,,Lentes ,0
9001.90.90,,Outros ,
90.02,,"Lentes, prismas, espelhos e outros elementos de óptica, de qualquer matéria, montados, para instrumentos ou aparelhos, exceto os de vidro não trabalhado opticamente.",0
9002.1,,- Objetivas:,0
9002.11,,"-- Para câmeras, para projetores ou para aparelhos fotográficos ou cinematográficos, de ampliação ou de redução",
9002.11.1,,Para câmeras fotográficas ou cinematográficas ou para projetores,0
9002.11.11,,Para câmeras fotográficas ,0
9002.11.19,,Outras ,
9002.11.19,01,Para câmeras cinematográficas,0
9002.11.20,,"De aproximação (zoom) para câmeras de televisão, de 20 ou mais aumentos ",0
9002.11.90,,Outras ,0
9002.19.00,,-- Outras ,
9002.2,,- Filtros,
9002.20.10,,Polarizantes ,
9002.20.90,,Outros ,0
9002.90,,- Outros ,0
9002.90.10,,"Comutadores (switches) optomecânicos, do tipo utilizado em redes ópticas de transmissão de dados, próprios para montagem por inserção (PTH - Pin ThroughHole)",0
9002.90.90,,Outros,
90.03,,"Armações para óculos e artigos semelhantes, e suas partes.",
9003.1,,- Armações:,0
9003.11.00,,-- De plástico ,0
9003.19,,-- De outras matérias,0
9003.19.10,,"De metais comuns, mesmo folheados ou chapeados de metais preciosos (plaquê) ",
9003.19.90,,Outras ,0
9003.9,,- Partes,0
9003.90.10,,Charneiras ,0
9003.90.90,,Outras ,
90.04,,"Óculos para correção, proteção ou outros fins, e artigos semelhantes.",0
9004.10.00,,- Óculos de sol ,0
9004.9,,- Outros,
9004.90.10,,Óculos para correção ,
9004.90.20,,Óculos de segurança ,0
9004.90.90,,Outros ,0
90.05,,"Binóculos, lunetas, incluindo as astronômicas, telescópios ópticos, e suas armações; outros instrumentos de astronomia e suas armações, exceto os aparelhos de radioastronomia.",0
9005.10.00,,- Binóculos ,0
9005.80.00,,- Outros instrumentos ,
9005.9,,- Partes e acessórios (incluindo as armações),0
9005.90.10,,De binóculos ,
9005.90.90,,Outros ,0
90.06,,"Câmeras fotográficas; aparelhos e dispositivos, incluindo as lâmpadas e tubos, de luz relâmpago (flash), para fotografia, exceto as lâmpadas e tubos de descarga da posição 85.39.",0
9006.30.00,,"- Câmeras fotográficas especialmente concebidas para fotografia submarina ou aérea, para exame médico de órgãos internos ou para laboratórios de medicina legal ou de investigação judicial ",0
9006.40.00,,- Câmeras fotográficas para filmes de revelação e cópia instantâneas ,0
9006.5,,- Outras câmeras fotográficas:,0
9006.53,,-- Para filmes em rolos de 35 mm de largura,0
9006.53.10,,De foco fixo ,
9006.53.20,,De foco ajustável ,"3,25"
9006.59,,-- Outras,0
9006.59.30,,Fotocompositoras a laser para preparação de clichês ,"3,25"
9006.59.40,,"Outras, de foco fixo ",0
9006.59.5,,"Outras, de foco ajustável","3,25"
9006.59.51,,Para obtenção de negativos de 45 mm x 60 mm ou de dimensões superiores ,0
9006.59.59,,Outras ,
9006.59.59,01,"Câmeras fotográficas dos tipos utilizados para preparação de clichês ou cilindros de
impressão",0
9006.6,,"- Aparelhos e dispositivos, incluindo as lâmpadas e tubos, de luz relâmpago (flash), para fotografia:","3,25"
9006.61.00,,"-- Aparelhos de tubo de descarga para produção de luz relâmpago (flash) (denominados ""flashes eletrônicos"") ",0
9006.69.00,,-- Outros ,
9006.69.00,01,Lâmpadas de luz relâmpago (flash),0
9006.9,,- Partes e acessórios:,"3,25"
9006.91,,-- De câmeras fotográficas,0
9006.91.10,,Corpos ,
9006.91.90,,Outros ,"16,25"
9006.99.00,,-- Outros ,"6,5"
90.07,,"Câmeras e projetores, cinematográficos, mesmo com aparelhos de gravação ou de reprodução de som incorporados.",0
9007.10.00,,- Câmeras ,"16,25"
9007.10.00,01,Para filmes de 16 mm de largura ou de largura não inferior a 35 mm,"6,5"
9007.2,,- Projetores,0
9007.20.20,,"Para filmes de largura igual ou superior a 35 mm, mas não superior a 70 mm ","16,25"
9007.20.90,,Outros ,"6,5"
9007.9,,- Partes e acessórios:,0
9007.91.00,,-- De câmeras ,
9007.92.00,,-- De projetores ,0
90.08,,Aparelhos de projeção fixa; aparelhos fotográficos de ampliação ou de redução.,"16,25"
9008.50.00,,- Projetores e aparelhos de ampliação ou de redução ,"6,5"
9008.90.00,,- Partes e acessórios ,0
90.1,,"Aparelhos e equipamentos para laboratórios fotográficos ou cinematográficos, não especificados nem compreendidos noutras posições do presente Capítulo; negatoscópios; telas para projeção.","16,25"
9010.1,,"- Aparelhos e equipamentos para revelação automática de filmes fotográficos, de filmes cinematográficos ou de papel fotográfico, em rolos, ou para cópia automática de filmes revelados em rolos de papel fotográfico","6,5"
9010.10.10,,"Cubas e cubetas, de operação automática e programáveis ",0
9010.10.20,,"Ampliadoras-copiadoras automáticas para papel fotográfico, com capacidade superior a 1.000 cópias por hora ",
9010.10.90,,Outros ,"33,86"
9010.5,,- Outros aparelhos e equipamentos para laboratórios fotográficos ou cinematográficos; negatoscópios,
9010.50.10,,"Processadores fotográficos para o tratamento eletrônico de imagens, mesmo com saída digital ","5,27"
9010.50.20,,Aparelhos para revelação automática de chapas de fotopolímeros com suporte metálico ,
9010.50.90,,Outros ,"9,78"
9010.50.90,01,Moviolas,"9,78"
9010.60.00,,- Telas para projeção ,
9010.9,,- Partes e acessórios,"18,81"
9010.90.10,,De aparelhos ou material da subposição 9010.10 ou do item 9010.50.10 ,"9,78"
9010.90.90,,Outros ,"18,81"
90.11,,"Microscópios ópticos, incluindo os microscópios para fotomicrografia, cinefotomicrografia ou microprojeção.","9,78"
9011.10.00,,- Microscópios estereoscópicos ,
9011.2,,"- Outros microscópios, para fotomicrografia, cinefotomicrografia ou microprojeção","18,81"
9011.20.10,,Para fotomicrografia ,"18,81"
9011.20.20,,Para cinefotomicrografia ,
9011.20.30,,Para microprojeção ,
9011.8,,- Outros microscópios,"18,81"
9011.80.10,,Binoculares de platina móvel ,"18,81"
9011.80.90,,Outros ,
9011.9,,- Partes e acessórios,"18,81"
9011.90.10,,Dos artigos da subposição 9011.20 ,"18,81"
9011.90.90,,Outros ,
90.12,,"Microscópios, exceto ópticos; difratógrafos.","18,81"
9012.1,,"- Microscópios, exceto ópticos; difratógrafos","18,81"
9012.10.10,,Microscópios eletrônicos ,"18,81"
9012.10.90,,Outros ,"18,81"
9012.9,,- Partes e acessórios,"18,81"
9012.90.10,,De microscópios eletrônicos ,"18,81"
9012.90.90,,Outros ,"18,81"
